CellID,Operation Type,OperationID,ProcessID,FailureID,Feature translated,Operator Number,Features,TraceabilityCode,Shift
18,Operation A,238,14636909,156127,UNSTABLE,,22,303164,A
18,Operation A,238,14641726,156193,UNSTABLE,,22,303486,B
18,Operation A,238,14642341,156200,UNSTABLE,,22,303527,B
18,Operation A,238,14643226,156219,UNSTABLE,84562,22,303586,B
18,Operation A,238,14644243,156226,UNSTABLE,84562,22,303654,B
18,Operation A,238,14646854,161631,UNSTABLE,,22,303831,B
18,Operation A,238,14647375,166601,UNSTABLE,,22,303866,B
18,Operation A,238,14647689,169473,UNSTABLE,84562,22,303887,B
18,Operation A,238,14653044,171933,UNSTABLE,83553,22,304250,C
18,Operation A,238,14665470,172074,UNSTABLE,84562,22,305113,B
18,Operation A,238,14665575,172075,UNSTABLE,84562,22,305120,A
18,Operation A,238,14665575,172077,UNSTABLE,84562,22,305120,B
18,Operation A,238,14665575,172078,UNSTABLE,84562,22,305120,B
18,Operation A,238,14666340,172091,UNSTABLE,84562,22,305171,B
18,Operation A,238,14667700,172118,UNSTABLE,84562,22,305262,B
18,Operation A,238,14669709,172147,UNSTABLE,84947,22,305396,B
18,Operation A,238,14672684,172158,UNSTABLE,83553,22,305597,C
18,Operation A,238,14681050,172209,UNSTABLE,83553,22,306160,A
18,Operation A,238,14682546,172223,UNSTABLE,,22,306260,A
18,Operation A,238,14685269,172256,UNSTABLE,,22,306443,A
18,Operation A,238,14687451,172296,UNSTABLE,,22,306589,A
18,Operation A,238,14688856,172297,UNSTABLE,84947,22,306683,A
18,Operation A,238,14689767,172308,UNSTABLE,84947,22,306744,A
18,Operation A,238,14691218,172337,UNSTABLE,84562,22,306841,B
18,Operation A,238,14692628,172358,UNSTABLE,,22,306935,B
18,Operation A,238,14693183,172372,UNSTABLE,84081,22,306972,B
18,Operation A,238,14693183,172373,UNSTABLE,84081,22,306972,B
18,Operation A,238,14694361,172408,UNSTABLE,84562,22,307052,B
18,Operation A,238,14695197,172414,UNSTABLE,,22,307108,B
18,Operation A,238,14702363,172486,UNSTABLE,,22,307592,C
18,Operation A,238,14708206,172539,UNSTABLE,,22,307992,A
18,Operation A,238,14708618,172566,UNSTABLE,,22,308029,A
18,Operation A,238,14708836,172570,UNSTABLE,84081,22,308048,A
18,Operation A,238,14711851,172639,UNSTABLE,84947,22,308294,A
18,Operation A,238,14714019,172684,UNSTABLE,84947,22,308475,A
18,Operation A,238,14717515,172768,UNSTABLE,,22,308779,A
18,Operation A,238,14717744,172790,UNSTABLE,84562,22,308795,B
18,Operation A,238,14721674,172865,UNSTABLE,83553,22,309061,B
18,Operation A,238,14725663,172878,UNSTABLE,,22,309440,C
18,Operation A,238,14742339,173146,UNSTABLE,84562,22,310763,A
18,Operation A,238,14742339,173147,UNSTABLE,84562,22,310763,A
18,Operation A,238,14745554,173221,UNSTABLE,84947,22,311050,A
18,Operation A,238,14753409,173372,UNSTABLE,,22,311577,B
18,Operation A,238,14765213,173530,UNSTABLE,84460,22,312370,C
18,Operation A,238,14765408,173534,UNSTABLE,,22,312383,A
18,Operation A,238,14769362,173627,UNSTABLE,84947,22,312727,A
18,Operation A,238,14769862,173644,UNSTABLE,84562,22,312765,A
18,Operation A,238,14771827,173670,UNSTABLE,84562,22,312930,A
18,Operation A,238,14775484,173743,UNSTABLE,84081,22,313242,A
18,Operation A,238,14775484,173744,UNSTABLE,84081,22,313242,A
18,Operation A,238,14785509,174239,UNSTABLE,84460,22,313962,C
18,Operation A,238,14785539,174240,UNSTABLE,84460,22,313964,C
18,Operation A,238,14789587,174291,UNSTABLE,84901,22,314238,C
18,Operation A,238,14815729,175416,UNSTABLE,84460,22,316389,C
18,Operation A,238,14816124,175445,UNSTABLE,84460,22,316421,C
18,Operation A,238,14821817,175981,UNSTABLE,84460,22,316891,C
18,Operation A,238,14823151,176073,UNSTABLE,84460,22,316995,C
18,Operation A,238,14854441,178817,UNSTABLE,,22,319806,C
18,Operation A,238,14881162,180899,UNSTABLE,,22,322249,C
18,Operation A,238,14884309,181242,UNSTABLE,83553,22,322560,A
18,Operation A,238,14893685,183207,UNSTABLE,83553,22,324476,B
18,Operation A,238,14910109,183437,UNSTABLE,83757,22,325902,C
18,Operation A,238,14912367,183489,UNSTABLE,,22,326127,C
18,Operation A,238,14931424,183883,UNSTABLE,83757,22,327614,B
18,Operation A,238,14931662,183885,UNSTABLE,83757,22,327635,B
18,Operation A,238,14932288,183887,UNSTABLE,83757,22,327688,B
18,Operation A,238,14938236,183918,UNSTABLE,,22,328210,C
18,Operation A,238,14938976,183923,UNSTABLE,,22,328279,C
18,Operation A,238,14942091,183933,UNSTABLE,,22,328545,C
18,Operation A,238,14946625,184044,UNSTABLE,84562,22,328907,C
18,Operation A,238,14963063,184212,UNSTABLE,,22,330473,B
18,Operation A,238,14972154,184372,UNSTABLE,,22,331249,C
18,Operation A,238,14987789,184580,UNSTABLE,,22,332724,B
18,Operation A,238,15026812,185496,UNSTABLE,,22,335830,B
18,Operation A,238,15082088,187233,UNSTABLE,,22,340197,B
18,Operation A,238,15087512,187306,UNSTABLE,83553,22,340577,C
18,Operation A,238,15154372,188728,UNSTABLE,,22,347070,A
18,Operation A,238,15154372,188729,UNSTABLE,,22,347070,A
18,Operation A,238,15154372,188731,UNSTABLE,,22,347070,A
18,Operation A,238,15193610,190398,UNSTABLE,84562,22,350941,B
18,Operation A,238,15194278,190407,UNSTABLE,84562,22,351002,B
18,Operation A,238,15194338,190411,UNSTABLE,84562,22,351006,B
18,Operation A,238,15194338,190412,UNSTABLE,84562,22,351006,B
18,Operation A,238,15210056,190865,UNSTABLE,83553,22,352341,C
18,Operation A,238,15219282,191097,UNSTABLE,,22,353184,A
18,Operation A,238,15233524,191577,UNSTABLE,,22,354587,B
18,Operation A,238,15233899,191578,UNSTABLE,,22,354615,B
18,Operation A,238,15233914,191579,UNSTABLE,,22,354616,B
18,Operation A,238,15234034,191586,UNSTABLE,,22,354624,B
18,Operation A,238,15234034,191587,UNSTABLE,,22,354624,B
18,Operation A,238,15234034,191588,UNSTABLE,,22,354624,B
18,Operation A,238,15240892,191700,UNSTABLE,83553,22,355144,C
18,Operation A,238,15246095,191791,UNSTABLE,,22,355537,A
18,Operation A,238,15248584,191818,UNSTABLE,,22,355724,A
18,Operation A,238,15264510,192224,UNSTABLE,,22,356819,C
18,Operation A,238,15269937,192364,UNSTABLE,84081,22,357211,A
18,Operation A,238,15269937,192365,UNSTABLE,84081,22,357211,A
18,Operation A,238,15270709,192390,UNSTABLE,,22,357287,A
18,Operation A,238,15272689,192407,UNSTABLE,,22,357472,A
18,Operation A,238,15373398,196569,UNSTABLE,,22,375650,A
18,Operation A,238,15373398,196570,UNSTABLE,,22,375650,A
18,Operation A,238,15380579,196606,UNSTABLE,84460,22,376398,B
18,Operation A,238,15384376,196616,UNSTABLE,,22,376788,B
18,Operation A,238,15385878,196622,UNSTABLE,84460,22,376929,B
18,Operation A,238,15401202,196694,UNSTABLE,,22,378256,A
18,Operation A,238,15401202,196695,UNSTABLE,,22,378256,A
18,Operation A,238,15401202,196696,UNSTABLE,,22,378256,A
18,Operation A,238,15401251,196699,UNSTABLE,,22,378260,A
18,Operation A,238,15405937,196709,UNSTABLE,,22,378731,A
18,Operation A,238,15409317,196714,UNSTABLE,84460,22,379106,B
18,Operation A,238,15434314,196832,UNSTABLE,,22,381255,B
18,Operation A,238,15438638,197052,UNSTABLE,84460,22,381687,B
18,Operation A,238,15494234,198883,UNSTABLE,84460,22,388430,A
18,Operation A,238,15514919,199018,UNSTABLE,84460,22,390650,A
18,Operation A,238,15520909,199074,UNSTABLE,,22,391370,B
18,Operation A,238,15529201,199145,UNSTABLE,83757,22,392365,B
18,Operation A,238,15529216,199147,UNSTABLE,83757,22,392366,B
18,Operation A,238,15529269,199148,UNSTABLE,83757,22,392371,B
18,Operation A,238,15529299,199149,UNSTABLE,83757,22,392373,B
18,Operation A,238,15540907,199235,UNSTABLE,,22,393699,A
18,Operation A,238,15541934,199242,UNSTABLE,,22,393834,A
18,Operation A,238,15557912,199350,UNSTABLE,,22,395702,B
18,Operation A,238,15558476,199356,UNSTABLE,,22,395786,B
18,Operation A,238,15558727,199357,UNSTABLE,,22,395809,B
18,Operation A,238,15566537,199414,UNSTABLE,84562,22,396604,B
18,Operation A,238,15567709,199456,UNSTABLE,84562,22,396720,C
18,Operation A,238,15570500,199538,UNSTABLE,84081,22,396994,C
18,Operation A,238,15570515,199539,UNSTABLE,84081,22,396995,C
18,Operation A,238,15573259,199553,UNSTABLE,,22,397240,C
18,Operation A,238,15582980,199621,UNSTABLE,84460,22,398550,A
18,Operation A,238,15597229,199735,UNSTABLE,,22,400233,B
18,Operation A,238,15599318,199753,UNSTABLE,84081,22,400465,C
18,Operation A,238,15599418,199755,UNSTABLE,84562,22,400479,C
18,Operation A,238,15601438,199765,UNSTABLE,84562,22,400662,C
18,Operation A,238,15604474,199793,UNSTABLE,84081,22,400978,C
18,Operation A,238,15610828,199832,UNSTABLE,,22,401685,A
18,Operation A,238,15619972,199947,UNSTABLE,83757,22,402770,A
18,Operation A,238,15620929,199958,UNSTABLE,83757,22,402893,B
18,Operation A,238,15620929,199959,UNSTABLE,83757,22,402893,B
18,Operation A,238,15642979,200143,UNSTABLE,84460,22,405433,A
18,Operation A,238,15643678,200148,UNSTABLE,84460,22,405535,A
18,Operation A,238,15646249,200157,UNSTABLE,84460,22,405853,A
18,Operation A,238,15648231,200167,UNSTABLE,84460,22,406079,A
18,Operation A,238,15675763,200439,UNSTABLE,83757,22,410260,A
18,Operation A,238,15675763,200440,UNSTABLE,83757,22,410260,A
18,Operation A,238,15684165,200488,UNSTABLE,84562,22,411294,B
18,Operation A,238,15685027,200499,UNSTABLE,84947,22,411389,B
18,Operation A,238,15700658,200593,UNSTABLE,83757,22,413289,A
18,Operation A,238,15716635,200754,UNSTABLE,84562,22,415179,B
18,Operation A,238,15755027,201015,UNSTABLE,83553,22,419326,C
18,Operation A,238,15767398,201073,UNSTABLE,84562,22,420807,B
18,Operation A,238,15771627,201086,UNSTABLE,84947,22,421198,B
18,Operation A,238,15774976,201102,UNSTABLE,84562,22,421533,B
18,Operation A,239,14322554,147039,UNSTABLE,84460,23,280359,B
18,Operation A,239,14323101,147051,UNSTABLE,84460,23,280396,B
18,Operation A,239,14323101,147052,UNSTABLE,84460,23,280396,B
18,Operation A,239,14324694,147089,UNSTABLE,,23,280503,C
18,Operation A,239,14328122,147273,UNSTABLE,83757,23,280739,C
18,Operation A,239,14328122,147274,UNSTABLE,83757,23,280739,C
18,Operation A,239,14345502,147703,UNSTABLE,,23,281949,B
18,Operation A,239,14350342,147746,UNSTABLE,,23,282296,B
18,Operation A,239,14352366,147794,UNSTABLE,,23,282431,B
18,Operation A,239,14352366,147796,UNSTABLE,,23,282431,B
18,Operation A,239,14352621,147799,UNSTABLE,84460,23,282448,B
18,Operation A,239,14353116,147890,UNSTABLE,,23,282481,B
18,Operation A,239,14353401,147999,UNSTABLE,84460,23,282500,B
18,Operation A,239,14359320,148404,UNSTABLE,,23,282902,B
18,Operation A,239,14360174,148410,UNSTABLE,83757,23,282959,C
18,Operation A,239,14366933,148512,UNSTABLE,83757,23,283412,C
18,Operation A,239,14366993,148513,UNSTABLE,83757,23,283416,C
18,Operation A,239,14367053,148514,UNSTABLE,83757,23,283420,C
18,Operation A,239,14367053,148515,UNSTABLE,83757,23,283420,C
18,Operation A,239,14368171,148558,UNSTABLE,,23,283495,C
18,Operation A,239,14368171,148559,UNSTABLE,,23,283495,C
18,Operation A,239,14369457,148578,UNSTABLE,,23,283581,C
18,Operation A,239,14375387,148658,UNSTABLE,84460,23,283981,B
18,Operation A,239,14378856,148728,UNSTABLE,,23,284213,B
18,Operation A,239,14393316,149171,UNSTABLE,83757,23,285178,C
18,Operation A,239,14393316,149172,UNSTABLE,83757,23,285178,C
18,Operation A,239,14457043,152941,UNSTABLE,,23,290418,B
18,Operation A,239,14496903,153860,UNSTABLE,,23,293120,B
18,Operation A,239,14508725,154006,UNSTABLE,,23,293911,C
18,Operation A,239,14511614,154057,UNSTABLE,83553,23,294104,C
18,Operation A,239,14514673,154092,UNSTABLE,,23,294308,A
18,Operation A,239,14534385,154455,UNSTABLE,,23,295630,C
18,Operation A,239,14542932,154604,UNSTABLE,,23,296210,A
18,Operation A,239,14542932,154606,UNSTABLE,,23,296210,A
18,Operation A,239,14548802,154747,UNSTABLE,83757,23,296620,A
18,Operation A,239,14548802,154748,UNSTABLE,83757,23,296620,A
18,Operation A,239,14551640,154803,UNSTABLE,,23,296810,B
18,Operation A,239,14576578,155306,UNSTABLE,83757,23,298492,A
18,Operation A,239,14588733,155498,UNSTABLE,84947,23,299440,B
18,Operation A,239,14606613,155710,UNSTABLE,,23,301018,A
18,Operation A,239,14608709,155725,UNSTABLE,83757,23,301264,B
18,Operation A,239,14609512,155734,UNSTABLE,84947,23,301318,B
18,Operation A,239,14686135,172274,UNSTABLE,,23,306501,A
18,Operation A,239,14697518,172463,UNSTABLE,,23,307265,C
18,Operation A,239,14698838,172470,UNSTABLE,84842,23,307353,C
18,Operation A,239,14725018,172876,UNSTABLE,,23,309397,C
18,Operation A,239,14739498,173128,UNSTABLE,84562,23,310482,A
18,Operation A,239,14758424,173440,UNSTABLE,,23,311916,C
18,Operation A,239,14762658,173500,UNSTABLE,84460,23,312199,C
18,Operation A,239,14782669,174202,UNSTABLE,83553,23,313772,B
18,Operation A,239,14794609,174395,UNSTABLE,,23,314582,A
18,Operation A,239,14802750,174541,UNSTABLE,84562,23,315301,A
18,Operation A,239,14851055,178504,UNSTABLE,,23,319539,C
18,Operation A,239,14851280,178505,UNSTABLE,,23,319554,C
18,Operation A,239,14929755,183871,UNSTABLE,,23,327483,B
18,Operation A,239,14948145,184052,UNSTABLE,,23,329035,C
18,Operation A,239,14968292,184299,UNSTABLE,84562,23,330926,C
18,Operation A,239,14995997,184755,UNSTABLE,,23,333347,B
18,Operation A,239,14997717,184783,UNSTABLE,84562,23,333478,C
18,Operation A,239,15023960,185336,UNSTABLE,,23,335615,B
18,Operation A,239,15038007,186146,UNSTABLE,,23,336692,A
18,Operation A,239,15057380,186872,UNSTABLE,,23,338365,B
18,Operation A,239,15078206,187139,UNSTABLE,84460,23,339926,A
18,Operation A,239,15231966,191557,UNSTABLE,,23,354463,B
18,Operation A,239,15260689,192058,UNSTABLE,,23,356562,C
18,Operation A,239,15262569,192124,UNSTABLE,84460,23,356689,C
18,Operation A,239,15380258,196603,UNSTABLE,84460,23,376365,B
18,Operation A,239,15425750,196745,UNSTABLE,,23,380482,C
18,Operation A,239,15451078,198370,UNSTABLE,,23,383636,C
18,Operation A,239,15467937,198741,UNSTABLE,84460,23,385344,B
18,Operation A,239,15468966,198748,UNSTABLE,84460,23,385456,B
18,Operation A,239,15470551,198753,UNSTABLE,84460,23,385611,B
18,Operation A,239,15497638,198903,UNSTABLE,,23,388736,A
18,Operation A,239,15498670,198913,UNSTABLE,84460,23,388840,A
18,Operation A,239,15498704,198914,UNSTABLE,84460,23,388844,A
18,Operation A,239,15498749,198915,UNSTABLE,84460,23,388847,A
18,Operation A,239,15501021,198926,UNSTABLE,,23,389075,A
18,Operation A,239,15513999,199008,UNSTABLE,84460,23,390561,A
18,Operation A,239,15517380,199034,UNSTABLE,84460,23,390955,A
18,Operation A,239,15527742,199134,UNSTABLE,,23,392198,B
18,Operation A,239,15548606,199278,UNSTABLE,,23,394646,A
18,Operation A,239,15559219,199360,UNSTABLE,,23,395852,B
18,Operation A,239,15561070,199373,UNSTABLE,83757,23,396044,B
18,Operation A,239,15562003,199381,UNSTABLE,83757,23,396149,B
18,Operation A,239,15563952,199396,UNSTABLE,83757,23,396336,B
18,Operation A,239,15565190,199404,UNSTABLE,,23,396467,B
18,Operation A,239,15565190,199405,UNSTABLE,,23,396467,B
18,Operation A,239,15565220,199406,UNSTABLE,,23,396469,B
18,Operation A,239,15566747,199417,UNSTABLE,84562,23,396618,B
18,Operation A,239,15567240,199428,UNSTABLE,84947,23,396669,C
18,Operation A,239,15570650,199542,UNSTABLE,84562,23,397004,C
18,Operation A,239,15571516,199544,UNSTABLE,84562,23,397100,C
18,Operation A,239,15572459,199547,UNSTABLE,84081,23,397180,C
18,Operation A,239,15572489,199549,UNSTABLE,84081,23,397182,C
18,Operation A,239,15577059,199571,UNSTABLE,,23,397776,A
18,Operation A,239,15578373,199581,UNSTABLE,84460,23,397970,A
18,Operation A,239,15588988,199666,UNSTABLE,83757,23,399274,B
18,Operation A,239,15596841,199728,UNSTABLE,83757,23,400183,B
18,Operation A,239,15597244,199736,UNSTABLE,,23,400234,B
18,Operation A,239,15599243,199750,UNSTABLE,84947,23,400460,C
18,Operation A,239,15602328,199775,UNSTABLE,84947,23,400765,C
18,Operation A,239,15606925,199816,UNSTABLE,84460,23,401257,C
18,Operation A,239,15607936,199822,UNSTABLE,84460,23,401377,A
18,Operation A,239,15618538,199924,UNSTABLE,84460,23,402627,A
18,Operation A,239,15621892,199965,UNSTABLE,83757,23,403006,B
18,Operation A,239,15630096,200041,UNSTABLE,84073,23,403960,B
18,Operation A,239,15631401,200050,UNSTABLE,84842,23,404081,B
18,Operation A,239,15636846,200117,UNSTABLE,84562,23,404710,C
18,Operation A,239,15640187,200131,UNSTABLE,84947,23,405111,C
18,Operation A,239,15643417,200146,UNSTABLE,,23,405487,C
18,Operation A,239,15647593,200163,UNSTABLE,84460,23,406012,A
18,Operation A,239,15648201,200166,UNSTABLE,84460,23,406077,A
18,Operation A,239,15705621,200629,UNSTABLE,83757,23,413898,A
18,Operation A,239,15709621,200686,UNSTABLE,84947,23,414415,A
18,Operation A,239,15746098,200943,UNSTABLE,84081,23,418355,B
18,Operation A,239,15754922,201011,UNSTABLE,83553,23,419319,C
19,Operation A,242,14319887,147009,UNSTABLE,84842,45,280180,B
19,Operation A,242,14343069,147582,UNSTABLE,,45,281767,A
19,Operation A,242,14343069,147583,UNSTABLE,,45,281767,A
19,Operation A,242,14350958,147778,UNSTABLE,,45,282337,B
19,Operation A,242,14352277,147792,UNSTABLE,,45,282425,B
19,Operation A,242,14352367,147793,UNSTABLE,,45,282431,B
19,Operation A,242,14352367,147795,UNSTABLE,,45,282431,B
19,Operation A,242,14352367,147798,UNSTABLE,,45,282431,B
19,Operation A,242,14353417,148012,UNSTABLE,84460,45,282501,B
19,Operation A,242,14362809,148447,UNSTABLE,,45,283135,C
19,Operation A,242,14376243,148673,UNSTABLE,,45,284038,B
19,Operation A,242,14376662,148684,UNSTABLE,,45,284066,B
19,Operation A,242,14376682,148685,UNSTABLE,,45,284068,B
19,Operation A,242,14376682,148686,UNSTABLE,,45,284068,B
19,Operation A,242,14407856,150314,UNSTABLE,84842,45,286165,A
